name,area_ha,longitude,latitude,geometry,state,manager_name,email,phone,website,stadt,bundesland,adresse,0
"Campingplatz ""Blaue Adria""",10.273183808481395,14.449657655717102,51.26549084494211,"POLYGON ((14.446415299999998 51.266342099999996, 14.446699900000002 51.2664373, 14.4468064 51.26647289999999, 14.4470201 51.266538700000005, 14.447162699999998 51.26647599999999, 14.447830699999999 51.26618260000001, 14.4487446 51.26642850000001, 14.448746900000002 51.2666605, 14.4495799 51.266779899999996, 14.4496506 51.266614, 14.4500422 51.2666954, 14.4499736 51.2668602, 14.450544000000002 51.2669981, 14.450347199999998 51.2674363, 14.451081199999999 51.267576999999996, 14.451840599999999 51.2677226, 14.4525634 51.26780539999999, 14.452651199999998 51.26778600000001, 14.4528492 51.2677116, 14.453001 51.267535900000006, 14.4531518 51.2673776, 14.4531671 51.267110499999994, 14.4531452 51.2669331, 14.453196600000002 51.26671279999999, 14.4532184 51.2666478, 14.453414000000002 51.266404499999986, 14.4525351 51.2636544, 14.452261199999999 51.2628288, 14.4519277 51.26313880000001, 14.4509434 51.26365659999999, 14.4508515 51.2636847, 14.4505247 51.2637956, 14.4493463 51.26415389999999, 14.4487005 51.26430020000001, 14.447753100000002 51.264403699999995, 14.4471631 51.264432299999996, 14.4466304 51.2645074, 14.4463489 51.2645579, 14.445775199999998 51.2649186, 14.4453655 51.265127199999995, 14.4452049 51.265297099999984, 14.4450455 51.26546159999999, 14.445172100000002 51.2656608, 14.4452327 51.265692199999975, 14.4453299 51.26575089999999, 14.4463456 51.26631869999999, 14.446415299999998 51.266342099999996), (14.448416499999999 51.2655503, 14.448256099999998 51.26546499999998, 14.4480476 51.26522919999999, 14.448175900000003 51.2648527, 14.448424600000001 51.264642, 14.448625099999997 51.264661999999994, 14.448986 51.26454659999999, 14.4490101 51.2644914, 14.4494432 51.2643208, 14.450149 51.26413, 14.450534000000001 51.2640799, 14.451079400000001 51.26417519999999, 14.4515767 51.264385999999995, 14.4519376 51.2647474, 14.4523547 51.26552530000001, 14.4523226 51.2657812, 14.4520981 51.265926699999994, 14.451689 51.265997000000006, 14.4515607 51.265987, 14.4512639 51.26615259999999, 14.4511356 51.26613249999999, 14.4509752 51.266182699999995, 14.4505821 51.2661977, 14.450036700000002 51.26611239999999, 14.449908400000002 51.2661526, 14.449683799999999 51.26612749999999, 14.449611600000003 51.26601709999999, 14.448937899999999 51.2659217, 14.448777500000002 51.2658515, 14.448416499999999 51.2655503), (14.452636900000002 51.2663127, 14.452571200000001 51.26619579999999, 14.452739599999997 51.2661588, 14.452805299999998 51.2662757, 14.452636900000002 51.2663127), (14.452860500000002 51.267199899999994, 14.4526007 51.2677213, 14.4519627 51.2676147, 14.451638600000003 51.2674688, 14.4513659 51.267244799999986, 14.451363599999999 51.266888900000005, 14.4520168 51.26636739999999, 14.452446999999998 51.26641570000001, 14.4530447 51.2664378, 14.4530342 51.266737899999995, 14.4529377 51.26685869999999, 14.452860500000002 51.267199899999994))",Germany,Non,NoN,Non,Non,Crosta,Sachsen,"Campingplatz ""Blaue Adria"", 11, Adolfshütter Straße, Crosta, Großdubrau, Bautzen, Sachsen, 02694, Deutschland",
Camp Feuerland,24.312546223217097,8.903448060601686,52.17029760048501,"POLYGON ((8.904964899999998 52.1743794, 8.9059334 52.1738164, 8.9068199 52.173308199999994, 8.9074113 52.1729994, 8.908176399999999 52.1725607, 8.908825800000002 52.1721967, 8.909157799999997 52.1720011, 8.909685900000001 52.17172519999998, 8.909692099999997 52.1717207, 8.909703899999998 52.17171260000001, 8.9097101 52.1716994, 8.909700499999998 52.17168540000001, 8.909679500000003 52.17168339999999, 8.909632700000001 52.171682299999986, 8.9095427 52.1716761, 8.9093523 52.1715092, 8.909324699999999 52.171490000000006, 8.909354499999997 52.17145559999999, 8.909341300000001 52.1714434, 8.909276 52.171463700000004, 8.909202200000001 52.1714501, 8.909093800000003 52.1713773, 8.909052099999998 52.1713124, 8.909081600000002 52.1712744, 8.909088400000002 52.17125639999999, 8.909071800000001 52.17124319999999, 8.909035000000001 52.171234199999994, 8.908974799999998 52.171239800000016, 8.908893800000001 52.1712452, 8.9088496 52.171219799999996, 8.908696500000001 52.171122299999986, 8.908674400000002 52.1710436, 8.908681 52.17100429999999, 8.9086589 52.17098569999999, 8.908594700000004 52.1709905, 8.908579600000001 52.170991599999994, 8.908495099999998 52.17098680000001, 8.9084335 52.1709615, 8.908387000000001 52.170939799999985, 8.908325400000003 52.17085199999998, 8.9083088 52.1708027, 8.908317300000002 52.170775799999994, 8.908314000000006 52.1707649, 8.908284100000003 52.1707599, 8.9082266 52.170775500000005, 8.9081908 52.170769899999996, 8.908141700000002 52.17075519999999, 8.908074200000001 52.17072459999999, 8.907977199999998 52.17066450000001, 8.9079735 52.1706452, 8.907941400000004 52.17059659999999, 8.9078865 52.1705534, 8.9078038 52.1705262, 8.907755900000002 52.17052149999999, 8.907163499999998 52.1702213, 8.907039 52.170061299999986, 8.907006200000001 52.1699842, 8.906913 52.1699186, 8.9068536 52.16986359999999, 8.906793900000002 52.1698312, 8.906712 52.169753899999996, 8.9066858 52.169708199999995, 8.9066441 52.16964599999999, 8.9065869 52.1696009, 8.906545600000001 52.1695794, 8.9061945 52.16927379999999, 8.905974600000002 52.16902309999999, 8.905912700000004 52.16899239999999, 8.905873600000003 52.168946899999995, 8.905838500000002 52.168920899999996, 8.905816800000002 52.168884, 8.905786500000001 52.1688492, 8.905779100000002 52.16878599999999, 8.9057681 52.1687743, 8.905748099999999 52.16876229999999, 8.9057031 52.16875319999999, 8.905510599999998 52.168480599999995, 8.9054962 52.16847309999999, 8.9054678 52.16847069999999, 8.9051428 52.16810529999999, 8.9051 52.167934499999994, 8.905020000000002 52.1678931, 8.904908200000001 52.16773539999999, 8.904941100000002 52.1676442, 8.904749600000002 52.16756139999999, 8.904639299999998 52.16734780000001, 8.9044833 52.1672127, 8.904456 52.1671216, 8.904437200000002 52.1670249, 8.9044206 52.167014300000005, 8.9043678 52.16701729999999, 8.904342000000003 52.16701019999999, 8.904314000000001 52.166992799999996, 8.904235400000001 52.166935099999996, 8.9041853 52.166827399999995, 8.904208500000003 52.166783999999986, 8.904211100000001 52.166773799999994, 8.904107800000004 52.16677129999999, 8.903860299999998 52.16654259999999, 8.903502100000003 52.1663288, 8.903266400000001 52.16620000000001, 8.903242100000002 52.166168799999994, 8.903183399999998 52.1661704, 8.902945100000002 52.16606, 8.902862500000001 52.1659991, 8.9027821 52.1659957, 8.9026714 52.165934, 8.9025274 52.16603369999999, 8.8968874 52.170600999999984, 8.896854500000003 52.1706363, 8.896953100000001 52.1707133, 8.9000537 52.172141399999994, 8.901285100000004 52.172705, 8.902401200000002 52.1732133, 8.9039066 52.1739062, 8.904444100000003 52.174160699999995, 8.904758000000003 52.174295699999995, 8.904964899999998 52.1743794), (8.907126 52.170247800000006, 8.907743300000002 52.1705202, 8.907687600000001 52.170544699999994, 8.9076455 52.17058299999999, 8.907611 52.1706789, 8.9075371 52.1709806, 8.9075295 52.171034199999994, 8.9075422 52.1710607, 8.907573700000002 52.1711185, 8.907636900000002 52.17120349999999, 8.9077313 52.1712779, 8.907923600000002 52.171476600000005, 8.9080218 52.17164330000001, 8.908064799999998 52.17175460000001, 8.908093799999998 52.171887500000004, 8.908123499999999 52.172037, 8.9081046 52.1721851, 8.908078700000003 52.1722628, 8.9079873 52.17234369999999, 8.907893800000004 52.172414499999995, 8.907797 52.17246559999999, 8.907667000000005 52.1725144, 8.907523299999998 52.172577199999985, 8.907438000000003 52.172607299999996, 8.9073699 52.17262110000001, 8.907268900000002 52.1726067, 8.907198000000001 52.17259189999999, 8.907118 52.172591600000004, 8.907016900000002 52.1726021, 8.9069362 52.17259700000001, 8.9067636 52.17258809999999, 8.9066439 52.172567400000005, 8.906535500000002 52.1725125, 8.906402700000003 52.17239469999998, 8.9063716 52.172345, 8.906366600000004 52.172291399999985, 8.9063733 52.1722224, 8.9063827 52.17211569999999, 8.906458200000001 52.172080499999986, 8.906459700000003 52.17205379999999, 8.906405700000002 52.172001599999994, 8.906398100000002 52.1719758, 8.9063926 52.1719569, 8.906407500000004 52.17194349999998, 8.906320900000003 52.17181319999999, 8.906309799999999 52.1717359, 8.906286600000001 52.17162369999999, 8.906234100000002 52.17155329999999, 8.906222299999998 52.1714999, 8.906182400000002 52.1714579, 8.9061341 52.1714371, 8.906033200000003 52.171331199999976, 8.905825300000002 52.171244399999985, 8.9057463 52.171245799999994, 8.9056743 52.17126600000001, 8.905599299999999 52.17129309999999, 8.905530600000002 52.171317, 8.905458400000002 52.171335, 8.905369200000003 52.171335199999994, 8.9053041 52.17132310000001, 8.905223 52.1712973, 8.905117100000002 52.171241599999995, 8.905030800000002 52.1711787, 8.9047066 52.17095429999999, 8.904486100000005 52.170779799999984, 8.904333400000002 52.17062769999999, 8.9042545 52.17056259999999, 8.904152900000003 52.1704786, 8.903957800000002 52.17035469999998, 8.9037783 52.1702289, 8.9037217 52.170163300000006, 8.9036506 52.1701148, 8.903550000000001 52.170032299999995, 8.903398200000002 52.169934, 8.9028878 52.16954799999999, 8.902679900000004 52.1692995, 8.902492700000002 52.1691828, 8.902446200000002 52.16911059999999, 8.9024076 52.1690715, 8.902368500000001 52.1690333, 8.902319100000003 52.1689678, 8.902229 52.16893089999999, 8.902142600000001 52.16889200000001, 8.9020422 52.168836899999995, 8.901999199999999 52.1687729, 8.901963200000003 52.168706, 8.9020076 52.16865119999999, 8.9020951 52.16860340000001, 8.902281500000004 52.16853129999999, 8.902683200000004 52.168358999999995, 8.902771400000002 52.16834829999999, 8.902926000000004 52.1683905, 8.903002899999999 52.1683812, 8.90354 52.16820659999999, 8.903652200000002 52.16819679999998, 8.903683200000001 52.1681867, 8.9037141 52.1681888, 8.9037414 52.16818289999999, 8.903787000000003 52.168177899999996, 8.9039141 52.1681595, 8.9040202 52.1681709, 8.9041042 52.1681922, 8.904221700000004 52.1682139, 8.904376399999999 52.1683193, 8.904524999999998 52.1684758, 8.904540500000001 52.1684906, 8.904565699999997 52.1685159, 8.9045524 52.1686258, 8.904593399999998 52.1686846, 8.9046723 52.16873189999999, 8.904659800000001 52.16880760000001, 8.9045803 52.1688939, 8.904621600000002 52.1691167, 8.904693900000003 52.16925079999999, 8.904778300000002 52.1693141, 8.9048667 52.169387300000004, 8.905001400000002 52.169565099999986, 8.9050885 52.16966609999999, 8.905294000000001 52.1698427, 8.905459000000002 52.169987799999994, 8.9057298 52.1702314, 8.905864500000002 52.170333599999985, 8.906000500000003 52.1704672, 8.906166300000002 52.17064109999999, 8.906234500000002 52.170682799999994, 8.906384000000001 52.1707191, 8.906571999999999 52.170728800000006, 8.906748800000003 52.170706399999986, 8.906893000000002 52.17065629999999, 8.907069500000004 52.170599499999994, 8.907155800000002 52.170538799999996, 8.907174699999999 52.1704912, 8.907173100000005 52.170396, 8.907157400000003 52.17031939999998, 8.907157200000004 52.17027259999999, 8.907126 52.170247800000006), (8.904517600000002 52.1734624, 8.904328900000001 52.173521, 8.904216000000002 52.173498699999996, 8.904001500000001 52.1733792, 8.903879100000005 52.173317199999985, 8.9037915 52.173282500000006, 8.9037019 52.17320409999999, 8.902444400000004 52.172639099999984, 8.901866000000002 52.172366, 8.9010931 52.17202999999999, 8.9009107 52.171918, 8.900910100000003 52.17189679999999, 8.9006839 52.171779, 8.9003501 52.171640599999996, 8.9001054 52.1715435, 8.899860700000003 52.1714596, 8.899190600000003 52.17116139999999, 8.8990204 52.171078699999995, 8.898798200000003 52.170953699999984, 8.8986966 52.1709287, 8.898467300000002 52.1707932, 8.898358100000003 52.17070669999999, 8.897750700000001 52.17043219999999, 8.897676400000003 52.170369199999996, 8.897658700000001 52.170316799999995, 8.897680500000002 52.170254199999995, 8.897728 52.17021499999999, 8.898088500000002 52.169920999999995, 8.8981987 52.1698173, 8.8992908 52.16897269999999, 8.8994287 52.1689311, 8.899565 52.168907899999994, 8.899712700000004 52.16888949999999, 8.899936200000006 52.1688779, 8.900001 52.1689095, 8.900567999999998 52.16915540000001, 8.9010619 52.1694014, 8.9013587 52.16960960000001, 8.901500300000002 52.1697535, 8.9021522 52.170014499999986, 8.9022111 52.17004509999999, 8.902278500000001 52.170154399999994, 8.902356399999999 52.1702228, 8.902357400000001 52.17034760000001, 8.902432400000002 52.170435600000005, 8.902457500000004 52.1704641, 8.902401500000002 52.17050849999999, 8.902324399999998 52.17056540000001, 8.9022416 52.17062, 8.902168700000002 52.1706339, 8.9020625 52.170636099999996, 8.9019027 52.1705873, 8.9014477 52.17034869999999, 8.9010912 52.17014650000001, 8.901004 52.170089600000004, 8.900903900000001 52.17004279999999, 8.9007599 52.1700324, 8.900667 52.1700556, 8.900477800000004 52.17012809999999, 8.900393000000001 52.17021069999999, 8.9003192 52.1703205, 8.9003766 52.1704181, 8.900973600000002 52.1707392, 8.901518000000001 52.1710094, 8.902009699999999 52.17122979999999, 8.902094000000004 52.17131959999999, 8.902334600000001 52.171412499999995, 8.9025026 52.1715024, 8.902656100000002 52.171608299999995, 8.903124900000002 52.17179119999999, 8.903587200000002 52.1719963, 8.904065700000004 52.1722015, 8.9042988 52.1723401, 8.9043839 52.1723869, 8.904508 52.1725599, 8.9045533 52.172638600000006, 8.9047472 52.173096, 8.904750700000001 52.17319949999999, 8.9047379 52.173285500000006, 8.904665500000004 52.1733765, 8.904517600000002 52.1734624), (8.903291399999999 52.17136359999999, 8.9029902 52.17155559999999, 8.9026297 52.1713502, 8.9025048 52.1712895, 8.902596000000003 52.17122559999999, 8.902599700000001 52.171219199999996, 8.902609200000004 52.17120299999999, 8.903094000000003 52.1709124, 8.903426000000001 52.17108160000001, 8.9034103 52.17112139999999, 8.9031826 52.171245, 8.903301799999998 52.1713412, 8.903291399999999 52.17136359999999))",Germany,Non,NoN,Non,Non,Vlotho,Nordrhein-Westfalen,"Camp Feuerland, 2, Borlefzen, Uffeln, Vlotho, Kreis Herford, Nordrhein-Westfalen, 32602, Deutschland",
Ferienparadies Mühlenbach,15.820533531448008,9.911386784207014,52.98617245591073,"POLYGON ((9.9099221 52.9877515, 9.9099111 52.9876218, 9.909870599999998 52.98736000000002, 9.909882600000001 52.98732079999999, 9.909959 52.9872891, 9.9102683 52.987425099999996, 9.9104795 52.987366, 9.910816500000001 52.98746229999999, 9.910965700000002 52.98750489999998, 9.911005000000001 52.9875965, 9.912146200000002 52.9878839, 9.912963800000002 52.988036499999986, 9.913496300000002 52.988141299999995, 9.913801000000001 52.9881939, 9.914155600000003 52.9876849, 9.9142852 52.9877133, 9.914348300000002 52.98763069999999, 9.9148113 52.987732, 9.9155492 52.98640309999999, 9.913575199999999 52.9859937, 9.912494500000001 52.98594559999999, 9.913140600000002 52.9856028, 9.914262500000001 52.9850549, 9.9146445 52.9848684, 9.914626100000001 52.9846473, 9.914617 52.98453740000001, 9.91456 52.9838521, 9.9144513 52.9837083, 9.9120312 52.98442639999999, 9.9119132 52.984461399999994, 9.910519300000002 52.98442909999999, 9.909115500000002 52.984509800000005, 9.908045700000002 52.984817699999994, 9.908127300000002 52.985278699999995, 9.9078803 52.98520870000001, 9.9079143 52.98569609999999, 9.9077142 52.9856708, 9.9077491 52.9859312, 9.907850500000004 52.98598679999999, 9.907807700000001 52.98616599999999, 9.907753800000002 52.9862528, 9.907700399999998 52.9865309, 9.908355200000003 52.98659039999999, 9.9084338 52.986871300000004, 9.908026200000002 52.98701020000001, 9.907834699999999 52.9873206, 9.907844500000001 52.987545299999994, 9.907939200000001 52.98776389999999, 9.9099221 52.9877515), (9.9121805 52.98499979999999, 9.9120983 52.9848956, 9.912076100000002 52.98484220000001, 9.912430600000004 52.98471789999999, 9.912723000000002 52.9846557, 9.9132004 52.984570999999995, 9.9134355 52.98449389999999, 9.9137324 52.9844281, 9.914194500000002 52.984493399999984, 9.914513900000001 52.9846136, 9.9144617 52.9847794, 9.914228899999998 52.9849455, 9.913932 52.9848849, 9.913715300000002 52.98495359999999, 9.913441400000002 52.9850361, 9.9131048 52.985201, 9.9127616 52.98520619999999, 9.9122995 52.98511890000001, 9.9121805 52.98499979999999), (9.908092100000001 52.986294900000004, 9.9080008 52.9862372, 9.908002000000002 52.9861438, 9.9080136 52.9860302, 9.9080709 52.9858882, 9.908069 52.98583800000001, 9.908119500000002 52.985805799999994, 9.908308600000002 52.985790599999994, 9.9083466 52.98590310000001, 9.908329400000001 52.98598990000001, 9.9082555 52.98625440000001, 9.908092100000001 52.986294900000004))",Germany,Non,NoN,Non,Non,Soltau,Niedersachsen,"Ferienparadies Mühlenbach, 2, Wietzendorfer Straße, Harber, Soltau, Heidekreis, Niedersachsen, 29614, Deutschland",
Campingplatz Arnumer See,12.960551759345464,9.749412527450126,52.30168768263432,"POLYGON ((9.751524900000001 52.29865230000001, 9.751273200000002 52.298683699999984, 9.751011100000001 52.29872759999999, 9.750700900000002 52.2987733, 9.7503852 52.2988663, 9.749908200000002 52.29911229999999, 9.749678999999997 52.299212000000004, 9.7494214 52.2992932, 9.748995299999999 52.2994081, 9.7483131 52.299545800000004, 9.747842600000004 52.299619499999984, 9.7475062 52.299677499999994, 9.7473778 52.2997184, 9.747290500000002 52.2997744, 9.747260100000002 52.2998649, 9.747209900000001 52.30041309999999, 9.7471484 52.30086399999999, 9.747381100000002 52.3008676, 9.747379799999997 52.3009233, 9.747615700000003 52.3009254, 9.747596900000001 52.3014464, 9.7475637 52.301683800000006, 9.747071499999999 52.301682400000004, 9.746989800000001 52.3029218, 9.746972000000001 52.3031337, 9.7469238 52.30384299999999, 9.7472985 52.3039793, 9.748395700000001 52.30421539999999, 9.749769 52.30427159999999, 9.751222599999998 52.30408500000001, 9.752409099999998 52.302775100000005, 9.7523112 52.302711499999994, 9.752223900000002 52.30264379999999, 9.752198600000002 52.302225699999994, 9.7520748 52.30179329999999, 9.7521438 52.301492, 9.752262000000002 52.301160599999996, 9.7524098 52.30081119999999, 9.7525182 52.300570099999995, 9.752509300000002 52.30037879999999, 9.7528675 52.300371, 9.753021800000003 52.30026019999999, 9.753066500000001 52.30016189999999, 9.753081599999998 52.3000847, 9.752388900000001 52.299184, 9.7520869 52.298762800000006, 9.7519905 52.29866, 9.7519298 52.2985932, 9.7518023 52.2985931, 9.751524900000001 52.29865230000001), (9.7477397 52.3028752, 9.748094700000003 52.302466199999984, 9.7483896 52.302233400000006, 9.748695000000001 52.30189589999999, 9.748951200000002 52.3017092, 9.7494073 52.3016037, 9.7501737 52.30156960000001, 9.7506565 52.301551599999996, 9.750979000000001 52.301511100000006, 9.751067600000002 52.3014739, 9.7513651 52.301403400000005, 9.7515064 52.3012613, 9.751478500000001 52.300963, 9.7514576 52.300515600000004, 9.751603900000001 52.30044319999999, 9.751652700000001 52.3002557, 9.751844300000002 52.30001819999999, 9.751840800000002 52.299791299999995, 9.75159 52.29962090000001, 9.751283500000001 52.29963789999999, 9.7509232 52.299605400000004, 9.7506564 52.2996805, 9.7502593 52.29965070000001, 9.7499248 52.2997402, 9.7496879 52.299701899999995, 9.7494149 52.29979279999999, 9.749270600000003 52.29978729999999, 9.7492121 52.29972440000001, 9.749146099999999 52.29972969999999, 9.749113800000003 52.299640399999994, 9.749222100000003 52.2996095, 9.7491861 52.299561, 9.749690800000002 52.299361999999995, 9.750173600000002 52.299301799999995, 9.750922500000001 52.29911499999999, 9.751326500000001 52.299060699999984, 9.751725700000001 52.29899269999999, 9.751943500000001 52.298871399999996, 9.7520711 52.2988118, 9.7523845 52.299184, 9.7530772 52.3000847, 9.7530621 52.30016189999999, 9.753017400000001 52.30026019999998, 9.7528631 52.300369100000005, 9.7525049 52.300376899999996, 9.752513800000003 52.300570099999995, 9.752405400000002 52.30081119999999, 9.7522576 52.3011606, 9.752139400000003 52.301492, 9.752070400000001 52.30179329999999, 9.752194200000002 52.30222569999999, 9.752219500000002 52.30264379999999, 9.7521429 52.3026753, 9.751948700000002 52.3028068, 9.751855300000003 52.30281699999998, 9.751862300000003 52.30289749999999, 9.751806600000002 52.30293700000001, 9.7516634 52.302906099999994, 9.751378100000002 52.3028027, 9.7506884 52.302556599999996, 9.7500885 52.302403299999995, 9.749756500000002 52.30246419999999, 9.7494454 52.3026071, 9.749121800000001 52.3030871, 9.748927700000001 52.3033568, 9.748683000000002 52.303417, 9.748290600000002 52.303407699999994, 9.747933900000001 52.30327609999999, 9.747852 52.30315619999999, 9.7477397 52.3028752))",Germany,Non,NoN,Non,Non,Hemmingen,Niedersachsen,"Campingplatz Arnumer See, Osterbruchweg, Arnum, Wilkenburg, Hemmingen, Region Hannover, Niedersachsen, 30966, Deutschland",
Neuenhainer See,12.32679937794095,9.269124556730343,50.99516425706833,"POLYGON ((9.270936399999998 50.9944383, 9.2706584 50.9943806, 9.2703186 50.994469699999996, 9.2699979 50.99447279999999, 9.2699085 50.99445159999999, 9.269614300000002 50.99435149999999, 9.269542400000002 50.994327099999985, 9.2694401 50.9942972, 9.2694238 50.994296999999996, 9.2693054 50.9942951, 9.269231700000002 50.9942902, 9.2691756 50.99428939999999, 9.269125200000001 50.9942874, 9.269072200000002 50.9942779, 9.2690535 50.994274499999996, 9.268826100000002 50.99419509999999, 9.268656900000002 50.9940253, 9.2685711 50.9938674, 9.2685676 50.99385409999999, 9.268536800000001 50.993804999999995, 9.2683281 50.9936018, 9.268126900000002 50.99350219999999, 9.267472500000002 50.993224599999984, 9.2660977 50.9929571, 9.2654832 50.9931712, 9.266724800000002 50.994955699999984, 9.266926899999998 50.99501349999999, 9.2669564 50.99490870000001, 9.2670471 50.9949213, 9.267193099999998 50.99494010000001, 9.267160100000002 50.99504189999999, 9.2671521 50.99506589999999, 9.267144100000001 50.99508980000001, 9.2671313 50.9951282, 9.266859700000001 50.9950996, 9.2668112 50.995138299999994, 9.267981700000004 50.9967583, 9.268694700000001 50.99690669999998, 9.270455000000002 50.9972766, 9.272065100000004 50.99605379999999, 9.271685999999999 50.995640200000004, 9.272735799999998 50.994281, 9.272675100000003 50.994269, 9.2714124 50.99401890000001, 9.270936399999998 50.9944383))",Germany,Non,NoN,Non,Non,Neuenhain,Hessen,"Neuenhainer See, 14, Seeblick, Neuenhain, Neuental, Schwalm-Eder-Kreis, Hessen, 34599, Deutschland",
Campingplatz Tunisee,16.05728067156034,7.815533465564638,48.06582028804191,"POLYGON ((7.814108800000001 48.0630884, 7.813972300000002 48.06314559999999, 7.8137684 48.0632746, 7.813451900000001 48.06340730000001, 7.813194400000002 48.0635292, 7.812963800000003 48.06373709999999, 7.812776000000001 48.0639558, 7.811569600000001 48.06834129999999, 7.811850400000002 48.06873609999999, 7.8118910000000055 48.068793199999995, 7.8118956000000015 48.0687965, 7.8130792000000024 48.0696497, 7.814213900000004 48.068790400000005, 7.814927400000002 48.06820129999999, 7.8149474 48.0682076, 7.814950500000004 48.068207199999996, 7.815037200000001 48.068154, 7.815266599999999 48.068178200000006, 7.8153311 48.06813340000001, 7.817115800000002 48.066558500000006, 7.819111400000002 48.06583069999999, 7.820876 48.065059999999995, 7.820238199999999 48.0647403, 7.820146500000001 48.06469429999999, 7.819628699999998 48.0644613, 7.819462400000002 48.06438240000001, 7.819204899999998 48.0643214, 7.816849900000001 48.0640777, 7.816989400000003 48.0634718, 7.8154927 48.0633356, 7.815305000000004 48.06324589999999, 7.815181600000003 48.0630129, 7.814940199999998 48.0627942, 7.814527399999997 48.062634300000006, 7.814417100000004 48.062919799999996, 7.814306699999999 48.0632553, 7.8142114000000005 48.06354460000001, 7.8146116 48.063591699999996, 7.814371300000002 48.0643867, 7.8143663 48.064403500000004, 7.814355899999997 48.0644379, 7.814344400000003 48.06445979999999, 7.814167399999998 48.06443469999999, 7.814001100000003 48.0643881, 7.813942100000002 48.0643164, 7.813931400000001 48.0642339, 7.813926000000003 48.064069, 7.813840199999998 48.0640367, 7.813835400000002 48.063990699999984, 7.813845499999999 48.0639471, 7.813995699999999 48.06385389999999, 7.814199600000001 48.0630993, 7.814108800000001 48.0630884), (7.816536600000004 48.065579799999995, 7.816434599999999 48.065956199999995, 7.816332700000003 48.0663326, 7.816326199999999 48.0663521, 7.816321900000001 48.06636499999999, 7.8161717999999984 48.066813, 7.815887500000001 48.067056699999995, 7.8156675000000035 48.0672933, 7.815495900000001 48.0674869, 7.8153564 48.0675909, 7.8152491000000035 48.067648199999994, 7.815131100000003 48.0676913, 7.815077399999999 48.0676913, 7.8150399 48.06769129999999, 7.814938000000003 48.067662599999984, 7.814825299999999 48.06765180000001, 7.814573199999998 48.0676411, 7.814369300000002 48.06763389999999, 7.814208400000001 48.06758369999999, 7.814063600000001 48.067508399999994, 7.8139885000000024 48.06755139999999, 7.8136183 48.0675335, 7.813419800000003 48.0674941, 7.8131355 48.0674403, 7.812942400000002 48.0674331, 7.812550800000001 48.0673005, 7.812384500000004 48.067246699999984, 7.812287900000003 48.0671428, 7.8122611000000015 48.06700299999999, 7.812293300000003 48.0668237, 7.812314800000002 48.0666015, 7.812400600000001 48.0662215, 7.812465 48.06598129999999, 7.812507899999998 48.06583069999999, 7.812588300000001 48.0657483, 7.8126313000000005 48.0656694, 7.812620500000001 48.065568999999996, 7.8126313000000005 48.0654579, 7.812674200000002 48.065296599999996, 7.812711700000002 48.0651532, 7.812733200000002 48.0649166, 7.8127976 48.0648054, 7.812878000000004 48.064726499999985, 7.8130604 48.0646548, 7.8132589 48.06461899999999, 7.8134681 48.06463329999999, 7.8137041000000025 48.064676399999996, 7.814138700000001 48.0647481, 7.8143532 48.064783899999995, 7.8144873 48.06483050000001, 7.8145998000000025 48.06482059999999, 7.814634800000001 48.0648176, 7.8146912 48.0648126, 7.8150184 48.064773200000005, 7.8152759 48.0647481, 7.815597800000004 48.0647803, 7.815747300000003 48.064803899999994, 7.816166400000002 48.06486989999999, 7.816429300000002 48.0649201, 7.816574100000002 48.065020499999996, 7.816658099999999 48.065150300000006, 7.816536600000004 48.065579799999995))",Germany,Non,NoN,Non,Non,Freiburg im Breisgau,Baden-Württemberg,"Holzhauser Weg, Hochdorf, Benzhausen, Freiburg im Breisgau, Baden-Württemberg, 79108, Deutschland",
